sourcesourceDB,sourceCollection,sourceFieldLocation,sourceDataType,destinationTable,destinationField,destinationDataType,function,meta
agent-core,agentToDo,toDoProperties.type,string,agent_todo_CALCULATE_PAYMENT_PROPERTIES,toDoProperties_type,string,,JsonTypeName : CALCULATE_PAYMENT_PROPERTIES PII:UNKNOWN
agent-core,agentToDo,_id.toDoId,string,agent_todo_CALCULATE_PAYMENT_PROPERTIES,id,string,,
agent-core,agentToDo,toDoProperties.assessmentPeriodId,string,agent_todo_MAKE_A_PAYMENT,toDoProperties_assessmentPeriodId,string,,UUID:uk.gov.dwp.universe.contract.assessment.period.AssessmentPeriodId PII:UNKNOWN
agent-core,agentToDo,toDoProperties.automatedPaymentRejectionReason,string,agent_todo_MAKE_A_PAYMENT,toDoProperties_automatedPaymentRejectionReason,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.calculationAttachmentId,string,agent_todo_MAKE_A_PAYMENT,toDoProperties_calculationAttachmentId,string,,UUID:uk.gov.dwp.universe.attachment.AttachmentId PII:UNKNOWN
agent-core,agentToDo,toDoProperties.schedulingProperties.amount,string,agent_todo_MAKE_A_PAYMENT,toDoProperties_schedulingProperties_amount,string,,Decimal:java.math.BigDecimal PII:UNKNOWN
agent-core,agentToDo,toDoProperties.schedulingProperties.netAmount,string,agent_todo_MAKE_A_PAYMENT,toDoProperties_schedulingProperties_netAmount,string,,Decimal:java.math.BigDecimal PII:UNKNOWN
agent-core,agentToDo,toDoProperties.schedulingProperties.orderNumber,string,agent_todo_MAKE_A_PAYMENT,toDoProperties_schedulingProperties_orderNumber,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.schedulingProperties.paymentDueDate,string,agent_todo_MAKE_A_PAYMENT,toDoProperties_schedulingProperties_paymentDueDate,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
agent-core,agentToDo,toDoProperties.schedulingProperties.scheduledPaymentsId,string,agent_todo_MAKE_A_PAYMENT,toDoProperties_schedulingProperties_scheduledPaymentsId,string,,UUID:uk.gov.dwp.universe.payments.process.todo.ScheduledPaymentsId PII:UNKNOWN
agent-core,agentToDo,toDoProperties.schedulingProperties.totalPaymentCount,string,agent_todo_MAKE_A_PAYMENT,toDoProperties_schedulingProperties_totalPaymentCount,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.type,string,agent_todo_MAKE_A_PAYMENT,toDoProperties_type,string,,JsonTypeName : MAKE_A_PAYMENT PII:UNKNOWN
agent-core,agentToDo,_id.toDoId,string,agent_todo_MAKE_A_PAYMENT,id,string,,
agent-core,agentToDo,toDoProperties.assessmentPeriodId,string,agent_todo_MAKE_A_PAYMENT_TODO_PROPERTIES,toDoProperties_assessmentPeriodId,string,,UUID:uk.gov.dwp.universe.contract.assessment.period.AssessmentPeriodId PII:UNKNOWN
agent-core,agentToDo,toDoProperties.schedulingProperties.amount,string,agent_todo_MAKE_A_PAYMENT_TODO_PROPERTIES,toDoProperties_schedulingProperties_amount,string,,Decimal:java.math.BigDecimal PII:UNKNOWN
agent-core,agentToDo,toDoProperties.schedulingProperties.netAmount,string,agent_todo_MAKE_A_PAYMENT_TODO_PROPERTIES,toDoProperties_schedulingProperties_netAmount,string,,Decimal:java.math.BigDecimal PII:UNKNOWN
agent-core,agentToDo,toDoProperties.schedulingProperties.orderNumber,string,agent_todo_MAKE_A_PAYMENT_TODO_PROPERTIES,toDoProperties_schedulingProperties_orderNumber,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.schedulingProperties.paymentDueDate,string,agent_todo_MAKE_A_PAYMENT_TODO_PROPERTIES,toDoProperties_schedulingProperties_paymentDueDate,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
agent-core,agentToDo,toDoProperties.schedulingProperties.scheduledPaymentsId,string,agent_todo_MAKE_A_PAYMENT_TODO_PROPERTIES,toDoProperties_schedulingProperties_scheduledPaymentsId,string,,UUID:uk.gov.dwp.universe.payments.process.todo.ScheduledPaymentsId PII:UNKNOWN
agent-core,agentToDo,toDoProperties.schedulingProperties.totalPaymentCount,string,agent_todo_MAKE_A_PAYMENT_TODO_PROPERTIES,toDoProperties_schedulingProperties_totalPaymentCount,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.type,string,agent_todo_MAKE_A_PAYMENT_TODO_PROPERTIES,toDoProperties_type,string,,JsonTypeName : MAKE_A_PAYMENT_TODO_PROPERTIES PII:UNKNOWN
agent-core,agentToDo,_id.toDoId,string,agent_todo_MAKE_A_PAYMENT_TODO_PROPERTIES,id,string,,
agent-core,agentToDo,toDoProperties.advanceGroupId,string,agent_todo_MAKE_AN_ADVANCE_PAYMENT,toDoProperties_advanceGroupId,string,,UUID:uk.gov.dwp.universe.advances.advances.AdvanceGroupId PII:UNKNOWN
agent-core,agentToDo,toDoProperties.automatedPaymentRejectionReason,string,agent_todo_MAKE_AN_ADVANCE_PAYMENT,toDoProperties_automatedPaymentRejectionReason,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.type,string,agent_todo_MAKE_AN_ADVANCE_PAYMENT,toDoProperties_type,string,,JsonTypeName : MAKE_AN_ADVANCE_PAYMENT PII:UNKNOWN
agent-core,agentToDo,_id.toDoId,string,agent_todo_MAKE_AN_ADVANCE_PAYMENT,id,string,,
agent-core,agentToDo,toDoProperties.assessmentPeriodId,string,agent_todo_MAKE_AN_AUTO_CALCULATED_PAYMENT,toDoProperties_assessmentPeriodId,string,,UUID:uk.gov.dwp.universe.contract.assessment.period.AssessmentPeriodId PII:UNKNOWN
agent-core,agentToDo,toDoProperties.automatedPaymentRejectionReason,string,agent_todo_MAKE_AN_AUTO_CALCULATED_PAYMENT,toDoProperties_automatedPaymentRejectionReason,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.calculationId,string,agent_todo_MAKE_AN_AUTO_CALCULATED_PAYMENT,toDoProperties_calculationId,string,,UUID:uk.gov.dwp.universe.calculator.calculate.CalculationId PII:UNKNOWN
agent-core,agentToDo,toDoProperties.schedulingProperties.amount,string,agent_todo_MAKE_AN_AUTO_CALCULATED_PAYMENT,toDoProperties_schedulingProperties_amount,string,,Decimal:java.math.BigDecimal PII:UNKNOWN
agent-core,agentToDo,toDoProperties.schedulingProperties.netAmount,string,agent_todo_MAKE_AN_AUTO_CALCULATED_PAYMENT,toDoProperties_schedulingProperties_netAmount,string,,Decimal:java.math.BigDecimal PII:UNKNOWN
agent-core,agentToDo,toDoProperties.schedulingProperties.orderNumber,string,agent_todo_MAKE_AN_AUTO_CALCULATED_PAYMENT,toDoProperties_schedulingProperties_orderNumber,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.schedulingProperties.paymentDueDate,string,agent_todo_MAKE_AN_AUTO_CALCULATED_PAYMENT,toDoProperties_schedulingProperties_paymentDueDate,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
agent-core,agentToDo,toDoProperties.schedulingProperties.scheduledPaymentsId,string,agent_todo_MAKE_AN_AUTO_CALCULATED_PAYMENT,toDoProperties_schedulingProperties_scheduledPaymentsId,string,,UUID:uk.gov.dwp.universe.payments.process.todo.ScheduledPaymentsId PII:UNKNOWN
agent-core,agentToDo,toDoProperties.schedulingProperties.totalPaymentCount,string,agent_todo_MAKE_AN_AUTO_CALCULATED_PAYMENT,toDoProperties_schedulingProperties_totalPaymentCount,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.type,string,agent_todo_MAKE_AN_AUTO_CALCULATED_PAYMENT,toDoProperties_type,string,,JsonTypeName : MAKE_AN_AUTO_CALCULATED_PAYMENT PII:UNKNOWN
agent-core,agentToDo,_id.toDoId,string,agent_todo_MAKE_AN_AUTO_CALCULATED_PAYMENT,id,string,,
agent-core,agentToDoArchive,allocatedToAgentId,string,agent_todo_archive,allocatedToAgentId,string,,UUID:uk.gov.dwp.universe.identification.ids.AgentId PII:NO
agent-core,agentToDoArchive,alpForm.alpFormType,string,agent_todo_archive,alpForm_alpFormType,string,, PII:NO
agent-core,agentToDoArchive,alpForm.attachmentSummary.fileName,string,agent_todo_archive,alpForm_attachmentSummary_fileName,string,, PII:YES
agent-core,agentToDoArchive,alpForm.attachmentSummary.fileSize,string,agent_todo_archive,alpForm_attachmentSummary_fileSize,string,, PII:NO
agent-core,agentToDoArchive,alpForm.attachmentSummary.id,string,agent_todo_archive,alpForm_attachmentSummary_id,string,,UUID:uk.gov.dwp.universe.attachment.AttachmentId PII:YES
agent-core,agentToDoArchive,alpForm.attachmentSummary.revision,string,agent_todo_archive,alpForm_attachmentSummary_revision,string,, PII:NO
agent-core,agentToDoArchive,alpForm.attachmentSummary.updatedAt.d_date,string,agent_todo_archive,alpForm_attachmentSummary_updatedAt_d_date,timestamp,,DateTime(ISO-8601/UTC):org.joda.time.DateTime PII:NO
agent-core,agentToDoArchive,alpForm.attachmentSummary.updatedBy,string,agent_todo_archive,alpForm_attachmentSummary_updatedBy,string,, PII:NO
agent-core,agentToDoArchive,cancelled,string,agent_todo_archive,cancelled,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:NO
agent-core,agentToDoArchive,completedDateTime.d_date,string,agent_todo_archive,completedDateTime_d_date,timestamp,,DateTime(ISO-8601/UTC):org.joda.time.DateTime PII:NO
agent-core,agentToDoArchive,completingAgentId,string,agent_todo_archive,completingAgentId,string,,UUID:uk.gov.dwp.universe.identification.ids.AgentId PII:NO
agent-core,agentToDoArchive,completingAgentName,string,agent_todo_archive,completingAgentName,string,, PII:YES
agent-core,agentToDoArchive,contractId,string,agent_todo_archive,contractId,string,,UUID:uk.gov.dwp.universe.claim.ContractId PII:NO
agent-core,agentToDoArchive,createdByAgentId,string,agent_todo_archive,createdByAgentId,string,,UUID:uk.gov.dwp.universe.identification.ids.AgentId PII:NO
agent-core,agentToDoArchive,createdByAgentName,string,agent_todo_archive,createdByAgentName,string,, PII:NO
agent-core,agentToDoArchive,createdDateTime.d_date,string,agent_todo_archive,createdDateTime_d_date,timestamp,,DateTime(ISO-8601/UTC):org.joda.time.DateTime PII:NO
agent-core,agentToDoArchive,deadlineDate,string,agent_todo_archive,deadlineDate,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:NO
agent-core,agentToDoArchive,deadlineTime,string,agent_todo_archive,deadlineTime,string,,Time(HHmm):org.joda.time.LocalTime PII:NO
agent-core,agentToDoArchive,deliveryUnits[*],string,agent_todo_archive,deliveryUnits,string,,UUID:uk.gov.dwp.universe.organisation.DeliveryUnitId PII:NO
agent-core,agentToDoArchive,description,string,agent_todo_archive,description,string,, PII:YES
agent-core,agentToDoArchive,notes[*].createdBy,string,agent_todo_archive,notes_createdBy,string,, PII:NO
agent-core,agentToDoArchive,notes[*].createdByName,string,agent_todo_archive,notes_createdByName,string,, PII:NO
agent-core,agentToDoArchive,notes[*].dateCreated.d_date,string,agent_todo_archive,notes_dateCreated_d_date,timestamp,,DateTime(ISO-8601/UTC):org.joda.time.DateTime PII:NO
agent-core,agentToDoArchive,notes[*].deleted,boolean,agent_todo_archive,notes_deleted,string,, PII:NO
agent-core,agentToDoArchive,notes[*].text,string,agent_todo_archive,notes_text,string,, PII:YES
agent-core,agentToDoArchive,relatedToClaimantId,string,agent_todo_archive,relatedToClaimantId,string,,UUID:uk.gov.dwp.universe.identification.ids.ClaimantId PII:NO
agent-core,agentToDoArchive,status,string,agent_todo_archive,status,string,, PII:NO
agent-core,agentToDoArchive,supportingDocuments[*].attachmentSummary.fileName,string,agent_todo_archive,supportingDocuments_attachmentSummary_fileName,string,, PII:YES
agent-core,agentToDoArchive,supportingDocuments[*].attachmentSummary.fileSize,string,agent_todo_archive,supportingDocuments_attachmentSummary_fileSize,string,, PII:NO
agent-core,agentToDoArchive,supportingDocuments[*].attachmentSummary.id,string,agent_todo_archive,supportingDocuments_attachmentSummary_id,string,,UUID:uk.gov.dwp.universe.attachment.AttachmentId PII:YES
agent-core,agentToDoArchive,supportingDocuments[*].attachmentSummary.revision,string,agent_todo_archive,supportingDocuments_attachmentSummary_revision,string,, PII:NO
agent-core,agentToDoArchive,supportingDocuments[*].attachmentSummary.updatedAt.d_date,string,agent_todo_archive,supportingDocuments_attachmentSummary_updatedAt_d_date,timestamp,,DateTime(ISO-8601/UTC):org.joda.time.DateTime PII:NO
agent-core,agentToDoArchive,supportingDocuments[*].attachmentSummary.updatedBy,string,agent_todo_archive,supportingDocuments_attachmentSummary_updatedBy,string,, PII:NO
agent-core,agentToDoArchive,supportingDocuments[*].supportingDocumentType,string,agent_todo_archive,supportingDocuments_supportingDocumentType,string,,Enum values of all subtypes of uk.gov.dwp.universe.agent.todo.document.SupportingDocumentType PII:NO
agent-core,agentToDoArchive,supportingDocuments[*].supportingDocumentPopulationArguments.effectiveDateOfChange,string,agent_todo_archive,supportingDocuments_supportingDocumentPopulationArguments_effectiveDateOfChange,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
agent-core,agentToDoArchive,supportingDocuments[*].supportingDocumentPopulationArguments.includeAddress,boolean,agent_todo_archive,supportingDocuments_supportingDocumentPopulationArguments_includeAddress,string,, PII:UNKNOWN
agent-core,agentToDoArchive,supportingDocuments[*].supportingDocumentPopulationArguments.includeName,boolean,agent_todo_archive,supportingDocuments_supportingDocumentPopulationArguments_includeName,string,, PII:UNKNOWN
agent-core,agentToDoArchive,supportingDocuments[*].supportingDocumentPopulationArguments.includePhoneNumber,boolean,agent_todo_archive,supportingDocuments_supportingDocumentPopulationArguments_includePhoneNumber,string,, PII:UNKNOWN
agent-core,agentToDoArchive,supportingDocuments[*].supportingDocumentPopulationArguments.nino,string,agent_todo_archive,supportingDocuments_supportingDocumentPopulationArguments_nino,string,, PII:UNKNOWN
agent-core,agentToDoArchive,supportingDocuments[*].supportingDocumentPopulationArguments.type,string,agent_todo_archive,supportingDocuments_supportingDocumentPopulationArguments_type,string,,JsonTypeName : NO_ARGUMENTS PII:UNKNOWN
agent-core,agentToDoArchive,title,string,agent_todo_archive,title,string,, PII:YES
agent-core,agentToDoArchive,toDoId,string,agent_todo_archive,toDoId,string,,UUID:uk.gov.dwp.universe.agent.todo.AgentToDoId PII:NO
agent-core,agentToDoArchive,type,string,agent_todo_archive,type,string,, PII:NO
agent-core,agentToDoArchive,reference.claimantId,string,agent_todo_archive,reference_claimantId,string,,UUID:uk.gov.dwp.universe.identification.ids.ClaimantId PII:UNKNOWN
agent-core,agentToDoArchive,reference.contractId,string,agent_todo_archive,reference_contractId,string,,UUID:uk.gov.dwp.universe.claim.ContractId PII:UNKNOWN
agent-core,agentToDoArchive,reference.type,string,agent_todo_archive,reference_type,string,,JsonTypeName : CONTRACT PII:UNKNOWN
agent-core,agentToDoArchive,_id.toDoId,string,agent_todo_archive,id,string,,
agent-core,agentToDoArchive,toDoProperties.pilotGroup,string,agent_todo_archive_RECORD_IN_WORK_PROGRESSION,toDoProperties_pilotGroup,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.type,string,agent_todo_archive_RECORD_IN_WORK_PROGRESSION,toDoProperties_type,string,,JsonTypeName : RECORD_IN_WORK_PROGRESSION PII:UNKNOWN
agent-core,agentToDoArchive,_id.toDoId,string,agent_todo_archive_RECORD_IN_WORK_PROGRESSION,id,string,,
agent-core,agentToDoArchive,toDoProperties.prepareToMeetWorkCoachOutcome.activities[*],string,agent_todo_archive_PREPARE_COMMITMENTS_TO_DO_PROPERTIES,toDoProperties_prepareToMeetWorkCoachOutcome_activities,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.prepareToMeetWorkCoachOutcome.claimantId,string,agent_todo_archive_PREPARE_COMMITMENTS_TO_DO_PROPERTIES,toDoProperties_prepareToMeetWorkCoachOutcome_claimantId,string,,UUID:uk.gov.dwp.universe.identification.ids.ClaimantId PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.prepareToMeetWorkCoachOutcome.contractId,string,agent_todo_archive_PREPARE_COMMITMENTS_TO_DO_PROPERTIES,toDoProperties_prepareToMeetWorkCoachOutcome_contractId,string,,UUID:uk.gov.dwp.universe.claim.ContractId PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.prepareToMeetWorkCoachOutcome.cvAvailable,boolean,agent_todo_archive_PREPARE_COMMITMENTS_TO_DO_PROPERTIES,toDoProperties_prepareToMeetWorkCoachOutcome_cvAvailable,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.prepareToMeetWorkCoachOutcome.hoursAWeekOutcome.hoursAWeekFullTimeSearch,boolean,agent_todo_archive_PREPARE_COMMITMENTS_TO_DO_PROPERTIES,toDoProperties_prepareToMeetWorkCoachOutcome_hoursAWeekOutcome_hoursAWeekFullTimeSearch,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.prepareToMeetWorkCoachOutcome.hoursAWeekOutcome.hoursAWeekReason,string,agent_todo_archive_PREPARE_COMMITMENTS_TO_DO_PROPERTIES,toDoProperties_prepareToMeetWorkCoachOutcome_hoursAWeekOutcome_hoursAWeekReason,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.prepareToMeetWorkCoachOutcome.jobs[*],string,agent_todo_archive_PREPARE_COMMITMENTS_TO_DO_PROPERTIES,toDoProperties_prepareToMeetWorkCoachOutcome_jobs,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.prepareToMeetWorkCoachOutcome.moreInformation,string,agent_todo_archive_PREPARE_COMMITMENTS_TO_DO_PROPERTIES,toDoProperties_prepareToMeetWorkCoachOutcome_moreInformation,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.prepareToMeetWorkCoachOutcome.prepareToMeetWorkCoachJourney,string,agent_todo_archive_PREPARE_COMMITMENTS_TO_DO_PROPERTIES,toDoProperties_prepareToMeetWorkCoachOutcome_prepareToMeetWorkCoachJourney,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.prepareToMeetWorkCoachOutcome.qualificationsAndWorkExperience,string,agent_todo_archive_PREPARE_COMMITMENTS_TO_DO_PROPERTIES,toDoProperties_prepareToMeetWorkCoachOutcome_qualificationsAndWorkExperience,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.prepareToMeetWorkCoachOutcome.travelToWorkOutcome.travelToWorkFullCommute,boolean,agent_todo_archive_PREPARE_COMMITMENTS_TO_DO_PROPERTIES,toDoProperties_prepareToMeetWorkCoachOutcome_travelToWorkOutcome_travelToWorkFullCommute,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.prepareToMeetWorkCoachOutcome.travelToWorkOutcome.travelToWorkReason,string,agent_todo_archive_PREPARE_COMMITMENTS_TO_DO_PROPERTIES,toDoProperties_prepareToMeetWorkCoachOutcome_travelToWorkOutcome_travelToWorkReason,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.prepareToMeetWorkCoachOutcome.workHoursOutcome.workHoursFullTime,boolean,agent_todo_archive_PREPARE_COMMITMENTS_TO_DO_PROPERTIES,toDoProperties_prepareToMeetWorkCoachOutcome_workHoursOutcome_workHoursFullTime,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.prepareToMeetWorkCoachOutcome.workHoursOutcome.workHoursReason,string,agent_todo_archive_PREPARE_COMMITMENTS_TO_DO_PROPERTIES,toDoProperties_prepareToMeetWorkCoachOutcome_workHoursOutcome_workHoursReason,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.type,string,agent_todo_archive_PREPARE_COMMITMENTS_TO_DO_PROPERTIES,toDoProperties_type,string,,JsonTypeName : PREPARE_COMMITMENTS_TO_DO_PROPERTIES PII:UNKNOWN
agent-core,agentToDoArchive,_id.toDoId,string,agent_todo_archive_PREPARE_COMMITMENTS_TO_DO_PROPERTIES,id,string,,
agent-core,agentToDoArchive,toDoProperties.reviewEndDate,string,agent_todo_archive_REVIEW_SANCTIONS_TODO,toDoProperties_reviewEndDate,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.reviewStartDate,string,agent_todo_archive_REVIEW_SANCTIONS_TODO,toDoProperties_reviewStartDate,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.type,string,agent_todo_archive_REVIEW_SANCTIONS_TODO,toDoProperties_type,string,,JsonTypeName : REVIEW_SANCTIONS_TODO PII:UNKNOWN
agent-core,agentToDoArchive,_id.toDoId,string,agent_todo_archive_REVIEW_SANCTIONS_TODO,id,string,,
agent-core,agentToDoArchive,toDoProperties.portalCreateProperties.applyingFor[*],string,agent_todo_archive_APA_CREATE,toDoProperties_portalCreateProperties_applyingFor,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.portalCreateProperties.arrearsAmount,string,agent_todo_archive_APA_CREATE,toDoProperties_portalCreateProperties_arrearsAmount,string,,Decimal:java.math.BigDecimal PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.portalCreateProperties.contactEmailAddress,string,agent_todo_archive_APA_CREATE,toDoProperties_portalCreateProperties_contactEmailAddress,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.portalCreateProperties.contactPhoneNumber,string,agent_todo_archive_APA_CREATE,toDoProperties_portalCreateProperties_contactPhoneNumber,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.portalCreateProperties.creditorReferenceNumber,string,agent_todo_archive_APA_CREATE,toDoProperties_portalCreateProperties_creditorReferenceNumber,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.portalCreateProperties.discussedWithClaimant,boolean,agent_todo_archive_APA_CREATE,toDoProperties_portalCreateProperties_discussedWithClaimant,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.portalCreateProperties.tenancyAgreementId,string,agent_todo_archive_APA_CREATE,toDoProperties_portalCreateProperties_tenancyAgreementId,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.portalCreateProperties.tenancyReferenceNumber,string,agent_todo_archive_APA_CREATE,toDoProperties_portalCreateProperties_tenancyReferenceNumber,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.portalCreateProperties.tier1Reasons[*],string,agent_todo_archive_APA_CREATE,toDoProperties_portalCreateProperties_tier1Reasons,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.portalCreateProperties.tier2Reasons[*],string,agent_todo_archive_APA_CREATE,toDoProperties_portalCreateProperties_tier2Reasons,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.reasons,string,agent_todo_archive_APA_CREATE,toDoProperties_reasons,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.region,string,agent_todo_archive_APA_CREATE,toDoProperties_region,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.whoRequested,string,agent_todo_archive_APA_CREATE,toDoProperties_whoRequested,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.type,string,agent_todo_archive_APA_CREATE,toDoProperties_type,string,,JsonTypeName : APA_CREATE PII:UNKNOWN
agent-core,agentToDoArchive,_id.toDoId,string,agent_todo_archive_APA_CREATE,id,string,,
agent-core,agentToDoArchive,toDoProperties.changeOfCircumstancesDate,string,agent_todo_archive_MAKE_A_DECISION_LATE_REPORTING_OF_CHANGE_TO_DO_PROPERTIES,toDoProperties_changeOfCircumstancesDate,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.changeOfCircumstancesDelayedCommunicationReason,string,agent_todo_archive_MAKE_A_DECISION_LATE_REPORTING_OF_CHANGE_TO_DO_PROPERTIES,toDoProperties_changeOfCircumstancesDelayedCommunicationReason,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.changeOfCircumstancesDescription,string,agent_todo_archive_MAKE_A_DECISION_LATE_REPORTING_OF_CHANGE_TO_DO_PROPERTIES,toDoProperties_changeOfCircumstancesDescription,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.changeOfCircumstancesFirstReportDate,string,agent_todo_archive_MAKE_A_DECISION_LATE_REPORTING_OF_CHANGE_TO_DO_PROPERTIES,toDoProperties_changeOfCircumstancesFirstReportDate,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.type,string,agent_todo_archive_MAKE_A_DECISION_LATE_REPORTING_OF_CHANGE_TO_DO_PROPERTIES,toDoProperties_type,string,,JsonTypeName : MAKE_A_DECISION_LATE_REPORTING_OF_CHANGE_TO_DO_PROPERTIES PII:UNKNOWN
agent-core,agentToDoArchive,_id.toDoId,string,agent_todo_archive_MAKE_A_DECISION_LATE_REPORTING_OF_CHANGE_TO_DO_PROPERTIES,id,string,,
agent-core,agentToDoArchive,toDoProperties.currentLandlordDetails.addressNumber,string,agent_todo_archive_APA_CHECK_LANDLORD,toDoProperties_currentLandlordDetails_addressNumber,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.currentLandlordDetails.email,string,agent_todo_archive_APA_CHECK_LANDLORD,toDoProperties_currentLandlordDetails_email,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.currentLandlordDetails.name,string,agent_todo_archive_APA_CHECK_LANDLORD,toDoProperties_currentLandlordDetails_name,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.currentLandlordDetails.payRentTo,string,agent_todo_archive_APA_CHECK_LANDLORD,toDoProperties_currentLandlordDetails_payRentTo,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.currentLandlordDetails.phoneNumber,string,agent_todo_archive_APA_CHECK_LANDLORD,toDoProperties_currentLandlordDetails_phoneNumber,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.currentLandlordDetails.postcode,string,agent_todo_archive_APA_CHECK_LANDLORD,toDoProperties_currentLandlordDetails_postcode,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.currentLandlordDetails.townCity,string,agent_todo_archive_APA_CHECK_LANDLORD,toDoProperties_currentLandlordDetails_townCity,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.landlordApaEmailAddress,string,agent_todo_archive_APA_CHECK_LANDLORD,toDoProperties_landlordApaEmailAddress,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.previousLandlordDetails.addressNumber,string,agent_todo_archive_APA_CHECK_LANDLORD,toDoProperties_previousLandlordDetails_addressNumber,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.previousLandlordDetails.email,string,agent_todo_archive_APA_CHECK_LANDLORD,toDoProperties_previousLandlordDetails_email,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.previousLandlordDetails.name,string,agent_todo_archive_APA_CHECK_LANDLORD,toDoProperties_previousLandlordDetails_name,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.previousLandlordDetails.payRentTo,string,agent_todo_archive_APA_CHECK_LANDLORD,toDoProperties_previousLandlordDetails_payRentTo,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.previousLandlordDetails.phoneNumber,string,agent_todo_archive_APA_CHECK_LANDLORD,toDoProperties_previousLandlordDetails_phoneNumber,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.previousLandlordDetails.postcode,string,agent_todo_archive_APA_CHECK_LANDLORD,toDoProperties_previousLandlordDetails_postcode,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.previousLandlordDetails.townCity,string,agent_todo_archive_APA_CHECK_LANDLORD,toDoProperties_previousLandlordDetails_townCity,string,, PII:UNKNOWN
