sourcesourceDB,sourceCollection,sourceFieldLocation,sourceDataType,destinationTable,destinationField,destinationDataType,function,meta
agent-core,agentToDo,allocatedToAgentId,string,agent_todo,allocatedToAgentId,string,,UUID:uk.gov.dwp.universe.identification.ids.AgentId PII:NO
agent-core,agentToDo,alpForm.alpFormType,string,agent_todo,alpForm_alpFormType,string,, PII:NO
agent-core,agentToDo,alpForm.attachmentSummary.fileName,string,agent_todo,alpForm_attachmentSummary_fileName,string,, PII:YES
agent-core,agentToDo,alpForm.attachmentSummary.fileSize,string,agent_todo,alpForm_attachmentSummary_fileSize,string,, PII:NO
agent-core,agentToDo,alpForm.attachmentSummary.id,string,agent_todo,alpForm_attachmentSummary_id,string,,UUID:uk.gov.dwp.universe.attachment.AttachmentId PII:YES
agent-core,agentToDo,alpForm.attachmentSummary.revision,string,agent_todo,alpForm_attachmentSummary_revision,string,, PII:NO
agent-core,agentToDo,alpForm.attachmentSummary.updatedAt.d_date,string,agent_todo,alpForm_attachmentSummary_updatedAt_d_date,timestamp,,DateTime(ISO-8601/UTC):org.joda.time.DateTime PII:NO
agent-core,agentToDo,alpForm.attachmentSummary.updatedBy,string,agent_todo,alpForm_attachmentSummary_updatedBy,string,, PII:NO
agent-core,agentToDo,cancelled,string,agent_todo,cancelled,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:NO
agent-core,agentToDo,completedDateTime.d_date,string,agent_todo,completedDateTime_d_date,timestamp,,DateTime(ISO-8601/UTC):org.joda.time.DateTime PII:NO
agent-core,agentToDo,completingAgentId,string,agent_todo,completingAgentId,string,,UUID:uk.gov.dwp.universe.identification.ids.AgentId PII:NO
agent-core,agentToDo,completingAgentName,string,agent_todo,completingAgentName,string,, PII:YES
agent-core,agentToDo,contractId,string,agent_todo,contractId,string,,UUID:uk.gov.dwp.universe.claim.ContractId PII:NO
agent-core,agentToDo,createdByAgentId,string,agent_todo,createdByAgentId,string,,UUID:uk.gov.dwp.universe.identification.ids.AgentId PII:NO
agent-core,agentToDo,createdByAgentName,string,agent_todo,createdByAgentName,string,, PII:NO
agent-core,agentToDo,createdDateTime.d_date,string,agent_todo,createdDateTime_d_date,timestamp,,DateTime(ISO-8601/UTC):org.joda.time.DateTime PII:NO
agent-core,agentToDo,deadlineDate,string,agent_todo,deadlineDate,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:NO
agent-core,agentToDo,deadlineTime,string,agent_todo,deadlineTime,string,,Time(HHmm):org.joda.time.LocalTime PII:NO
agent-core,agentToDo,deliveryUnits[*],string,agent_todo,deliveryUnits,string,,UUID:uk.gov.dwp.universe.organisation.DeliveryUnitId PII:NO
agent-core,agentToDo,description,string,agent_todo,description,string,, PII:YES
agent-core,agentToDo,notes[*].createdBy,string,agent_todo,notes_createdBy,string,, PII:NO
agent-core,agentToDo,notes[*].createdByName,string,agent_todo,notes_createdByName,string,, PII:NO
agent-core,agentToDo,notes[*].dateCreated.d_date,string,agent_todo,notes_dateCreated_d_date,timestamp,,DateTime(ISO-8601/UTC):org.joda.time.DateTime PII:NO
agent-core,agentToDo,notes[*].deleted,boolean,agent_todo,notes_deleted,string,, PII:NO
agent-core,agentToDo,notes[*].text,string,agent_todo,notes_text,string,, PII:YES
agent-core,agentToDo,relatedToClaimantId,string,agent_todo,relatedToClaimantId,string,,UUID:uk.gov.dwp.universe.identification.ids.ClaimantId PII:NO
agent-core,agentToDo,status,string,agent_todo,status,string,, PII:NO
agent-core,agentToDo,supportingDocuments[*].attachmentSummary.fileName,string,agent_todo,supportingDocuments_attachmentSummary_fileName,string,, PII:YES
agent-core,agentToDo,supportingDocuments[*].attachmentSummary.fileSize,string,agent_todo,supportingDocuments_attachmentSummary_fileSize,string,, PII:NO
agent-core,agentToDo,supportingDocuments[*].attachmentSummary.id,string,agent_todo,supportingDocuments_attachmentSummary_id,string,,UUID:uk.gov.dwp.universe.attachment.AttachmentId PII:YES
agent-core,agentToDo,supportingDocuments[*].attachmentSummary.revision,string,agent_todo,supportingDocuments_attachmentSummary_revision,string,, PII:NO
agent-core,agentToDo,supportingDocuments[*].attachmentSummary.updatedAt.d_date,string,agent_todo,supportingDocuments_attachmentSummary_updatedAt_d_date,timestamp,,DateTime(ISO-8601/UTC):org.joda.time.DateTime PII:NO
agent-core,agentToDo,supportingDocuments[*].attachmentSummary.updatedBy,string,agent_todo,supportingDocuments_attachmentSummary_updatedBy,string,, PII:NO
agent-core,agentToDo,supportingDocuments[*].supportingDocumentType,string,agent_todo,supportingDocuments_supportingDocumentType,string,,Enum values of all subtypes of uk.gov.dwp.universe.agent.todo.document.SupportingDocumentType PII:NO
agent-core,agentToDo,supportingDocuments[*].supportingDocumentPopulationArguments.effectiveDateOfChange,string,agent_todo,supportingDocuments_supportingDocumentPopulationArguments_effectiveDateOfChange,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
agent-core,agentToDo,supportingDocuments[*].supportingDocumentPopulationArguments.includeAddress,boolean,agent_todo,supportingDocuments_supportingDocumentPopulationArguments_includeAddress,string,, PII:UNKNOWN
agent-core,agentToDo,supportingDocuments[*].supportingDocumentPopulationArguments.includeName,boolean,agent_todo,supportingDocuments_supportingDocumentPopulationArguments_includeName,string,, PII:UNKNOWN
agent-core,agentToDo,supportingDocuments[*].supportingDocumentPopulationArguments.includePhoneNumber,boolean,agent_todo,supportingDocuments_supportingDocumentPopulationArguments_includePhoneNumber,string,, PII:UNKNOWN
agent-core,agentToDo,supportingDocuments[*].supportingDocumentPopulationArguments.nino,string,agent_todo,supportingDocuments_supportingDocumentPopulationArguments_nino,string,, PII:UNKNOWN
agent-core,agentToDo,supportingDocuments[*].supportingDocumentPopulationArguments.type,string,agent_todo,supportingDocuments_supportingDocumentPopulationArguments_type,string,,JsonTypeName : NO_ARGUMENTS PII:UNKNOWN
agent-core,agentToDo,title,string,agent_todo,title,string,, PII:YES
agent-core,agentToDo,toDoId,string,agent_todo,toDoId,string,,UUID:uk.gov.dwp.universe.agent.todo.AgentToDoId PII:NO
agent-core,agentToDo,type,string,agent_todo,type,string,, PII:NO
agent-core,agentToDo,reference.claimantId,string,agent_todo,reference_claimantId,string,,UUID:uk.gov.dwp.universe.identification.ids.ClaimantId PII:UNKNOWN
agent-core,agentToDo,reference.contractId,string,agent_todo,reference_contractId,string,,UUID:uk.gov.dwp.universe.claim.ContractId PII:UNKNOWN
agent-core,agentToDo,reference.type,string,agent_todo,reference_type,string,,JsonTypeName : CONTRACT PII:UNKNOWN
agent-core,agentToDo,_id.toDoId,string,agent_todo,id,string,,
agent-core,agentToDo,toDoProperties.pilotGroup,string,agent_todo_RECORD_IN_WORK_PROGRESSION,toDoProperties_pilotGroup,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.type,string,agent_todo_RECORD_IN_WORK_PROGRESSION,toDoProperties_type,string,,JsonTypeName : RECORD_IN_WORK_PROGRESSION PII:UNKNOWN
agent-core,agentToDo,_id.toDoId,string,agent_todo_RECORD_IN_WORK_PROGRESSION,id,string,,
agent-core,agentToDo,toDoProperties.prepareToMeetWorkCoachOutcome.activities[*],string,agent_todo_PREPARE_COMMITMENTS_TO_DO_PROPERTIES,toDoProperties_prepareToMeetWorkCoachOutcome_activities,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.prepareToMeetWorkCoachOutcome.claimantId,string,agent_todo_PREPARE_COMMITMENTS_TO_DO_PROPERTIES,toDoProperties_prepareToMeetWorkCoachOutcome_claimantId,string,,UUID:uk.gov.dwp.universe.identification.ids.ClaimantId PII:UNKNOWN
agent-core,agentToDo,toDoProperties.prepareToMeetWorkCoachOutcome.contractId,string,agent_todo_PREPARE_COMMITMENTS_TO_DO_PROPERTIES,toDoProperties_prepareToMeetWorkCoachOutcome_contractId,string,,UUID:uk.gov.dwp.universe.claim.ContractId PII:UNKNOWN
agent-core,agentToDo,toDoProperties.prepareToMeetWorkCoachOutcome.cvAvailable,boolean,agent_todo_PREPARE_COMMITMENTS_TO_DO_PROPERTIES,toDoProperties_prepareToMeetWorkCoachOutcome_cvAvailable,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.prepareToMeetWorkCoachOutcome.hoursAWeekOutcome.hoursAWeekFullTimeSearch,boolean,agent_todo_PREPARE_COMMITMENTS_TO_DO_PROPERTIES,toDoProperties_prepareToMeetWorkCoachOutcome_hoursAWeekOutcome_hoursAWeekFullTimeSearch,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.prepareToMeetWorkCoachOutcome.hoursAWeekOutcome.hoursAWeekReason,string,agent_todo_PREPARE_COMMITMENTS_TO_DO_PROPERTIES,toDoProperties_prepareToMeetWorkCoachOutcome_hoursAWeekOutcome_hoursAWeekReason,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.prepareToMeetWorkCoachOutcome.jobs[*],string,agent_todo_PREPARE_COMMITMENTS_TO_DO_PROPERTIES,toDoProperties_prepareToMeetWorkCoachOutcome_jobs,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.prepareToMeetWorkCoachOutcome.moreInformation,string,agent_todo_PREPARE_COMMITMENTS_TO_DO_PROPERTIES,toDoProperties_prepareToMeetWorkCoachOutcome_moreInformation,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.prepareToMeetWorkCoachOutcome.prepareToMeetWorkCoachJourney,string,agent_todo_PREPARE_COMMITMENTS_TO_DO_PROPERTIES,toDoProperties_prepareToMeetWorkCoachOutcome_prepareToMeetWorkCoachJourney,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.prepareToMeetWorkCoachOutcome.qualificationsAndWorkExperience,string,agent_todo_PREPARE_COMMITMENTS_TO_DO_PROPERTIES,toDoProperties_prepareToMeetWorkCoachOutcome_qualificationsAndWorkExperience,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.prepareToMeetWorkCoachOutcome.travelToWorkOutcome.travelToWorkFullCommute,boolean,agent_todo_PREPARE_COMMITMENTS_TO_DO_PROPERTIES,toDoProperties_prepareToMeetWorkCoachOutcome_travelToWorkOutcome_travelToWorkFullCommute,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.prepareToMeetWorkCoachOutcome.travelToWorkOutcome.travelToWorkReason,string,agent_todo_PREPARE_COMMITMENTS_TO_DO_PROPERTIES,toDoProperties_prepareToMeetWorkCoachOutcome_travelToWorkOutcome_travelToWorkReason,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.prepareToMeetWorkCoachOutcome.workHoursOutcome.workHoursFullTime,boolean,agent_todo_PREPARE_COMMITMENTS_TO_DO_PROPERTIES,toDoProperties_prepareToMeetWorkCoachOutcome_workHoursOutcome_workHoursFullTime,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.prepareToMeetWorkCoachOutcome.workHoursOutcome.workHoursReason,string,agent_todo_PREPARE_COMMITMENTS_TO_DO_PROPERTIES,toDoProperties_prepareToMeetWorkCoachOutcome_workHoursOutcome_workHoursReason,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.type,string,agent_todo_PREPARE_COMMITMENTS_TO_DO_PROPERTIES,toDoProperties_type,string,,JsonTypeName : PREPARE_COMMITMENTS_TO_DO_PROPERTIES PII:UNKNOWN
agent-core,agentToDo,_id.toDoId,string,agent_todo_PREPARE_COMMITMENTS_TO_DO_PROPERTIES,id,string,,
agent-core,agentToDo,toDoProperties.reviewEndDate,string,agent_todo_REVIEW_SANCTIONS_TODO,toDoProperties_reviewEndDate,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
agent-core,agentToDo,toDoProperties.reviewStartDate,string,agent_todo_REVIEW_SANCTIONS_TODO,toDoProperties_reviewStartDate,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
agent-core,agentToDo,toDoProperties.type,string,agent_todo_REVIEW_SANCTIONS_TODO,toDoProperties_type,string,,JsonTypeName : REVIEW_SANCTIONS_TODO PII:UNKNOWN
agent-core,agentToDo,_id.toDoId,string,agent_todo_REVIEW_SANCTIONS_TODO,id,string,,
agent-core,agentToDo,toDoProperties.portalCreateProperties.applyingFor[*],string,agent_todo_APA_CREATE,toDoProperties_portalCreateProperties_applyingFor,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.portalCreateProperties.arrearsAmount,string,agent_todo_APA_CREATE,toDoProperties_portalCreateProperties_arrearsAmount,string,,Decimal:java.math.BigDecimal PII:UNKNOWN
agent-core,agentToDo,toDoProperties.portalCreateProperties.contactEmailAddress,string,agent_todo_APA_CREATE,toDoProperties_portalCreateProperties_contactEmailAddress,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.portalCreateProperties.contactPhoneNumber,string,agent_todo_APA_CREATE,toDoProperties_portalCreateProperties_contactPhoneNumber,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.portalCreateProperties.creditorReferenceNumber,string,agent_todo_APA_CREATE,toDoProperties_portalCreateProperties_creditorReferenceNumber,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.portalCreateProperties.discussedWithClaimant,boolean,agent_todo_APA_CREATE,toDoProperties_portalCreateProperties_discussedWithClaimant,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.portalCreateProperties.tenancyAgreementId,string,agent_todo_APA_CREATE,toDoProperties_portalCreateProperties_tenancyAgreementId,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.portalCreateProperties.tenancyReferenceNumber,string,agent_todo_APA_CREATE,toDoProperties_portalCreateProperties_tenancyReferenceNumber,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.portalCreateProperties.tier1Reasons[*],string,agent_todo_APA_CREATE,toDoProperties_portalCreateProperties_tier1Reasons,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.portalCreateProperties.tier2Reasons[*],string,agent_todo_APA_CREATE,toDoProperties_portalCreateProperties_tier2Reasons,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.reasons,string,agent_todo_APA_CREATE,toDoProperties_reasons,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.region,string,agent_todo_APA_CREATE,toDoProperties_region,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.whoRequested,string,agent_todo_APA_CREATE,toDoProperties_whoRequested,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.type,string,agent_todo_APA_CREATE,toDoProperties_type,string,,JsonTypeName : APA_CREATE PII:UNKNOWN
agent-core,agentToDo,_id.toDoId,string,agent_todo_APA_CREATE,id,string,,
agent-core,agentToDo,toDoProperties.changeOfCircumstancesDate,string,agent_todo_MAKE_A_DECISION_LATE_REPORTING_OF_CHANGE_TO_DO_PROPERTIES,toDoProperties_changeOfCircumstancesDate,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
agent-core,agentToDo,toDoProperties.changeOfCircumstancesDelayedCommunicationReason,string,agent_todo_MAKE_A_DECISION_LATE_REPORTING_OF_CHANGE_TO_DO_PROPERTIES,toDoProperties_changeOfCircumstancesDelayedCommunicationReason,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.changeOfCircumstancesDescription,string,agent_todo_MAKE_A_DECISION_LATE_REPORTING_OF_CHANGE_TO_DO_PROPERTIES,toDoProperties_changeOfCircumstancesDescription,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.changeOfCircumstancesFirstReportDate,string,agent_todo_MAKE_A_DECISION_LATE_REPORTING_OF_CHANGE_TO_DO_PROPERTIES,toDoProperties_changeOfCircumstancesFirstReportDate,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
agent-core,agentToDo,toDoProperties.type,string,agent_todo_MAKE_A_DECISION_LATE_REPORTING_OF_CHANGE_TO_DO_PROPERTIES,toDoProperties_type,string,,JsonTypeName : MAKE_A_DECISION_LATE_REPORTING_OF_CHANGE_TO_DO_PROPERTIES PII:UNKNOWN
agent-core,agentToDo,_id.toDoId,string,agent_todo_MAKE_A_DECISION_LATE_REPORTING_OF_CHANGE_TO_DO_PROPERTIES,id,string,,
agent-core,agentToDo,toDoProperties.currentLandlordDetails.addressNumber,string,agent_todo_APA_CHECK_LANDLORD,toDoProperties_currentLandlordDetails_addressNumber,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.currentLandlordDetails.email,string,agent_todo_APA_CHECK_LANDLORD,toDoProperties_currentLandlordDetails_email,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.currentLandlordDetails.name,string,agent_todo_APA_CHECK_LANDLORD,toDoProperties_currentLandlordDetails_name,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.currentLandlordDetails.payRentTo,string,agent_todo_APA_CHECK_LANDLORD,toDoProperties_currentLandlordDetails_payRentTo,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.currentLandlordDetails.phoneNumber,string,agent_todo_APA_CHECK_LANDLORD,toDoProperties_currentLandlordDetails_phoneNumber,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.currentLandlordDetails.postcode,string,agent_todo_APA_CHECK_LANDLORD,toDoProperties_currentLandlordDetails_postcode,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.currentLandlordDetails.townCity,string,agent_todo_APA_CHECK_LANDLORD,toDoProperties_currentLandlordDetails_townCity,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.landlordApaEmailAddress,string,agent_todo_APA_CHECK_LANDLORD,toDoProperties_landlordApaEmailAddress,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.previousLandlordDetails.addressNumber,string,agent_todo_APA_CHECK_LANDLORD,toDoProperties_previousLandlordDetails_addressNumber,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.previousLandlordDetails.email,string,agent_todo_APA_CHECK_LANDLORD,toDoProperties_previousLandlordDetails_email,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.previousLandlordDetails.name,string,agent_todo_APA_CHECK_LANDLORD,toDoProperties_previousLandlordDetails_name,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.previousLandlordDetails.payRentTo,string,agent_todo_APA_CHECK_LANDLORD,toDoProperties_previousLandlordDetails_payRentTo,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.previousLandlordDetails.phoneNumber,string,agent_todo_APA_CHECK_LANDLORD,toDoProperties_previousLandlordDetails_phoneNumber,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.previousLandlordDetails.postcode,string,agent_todo_APA_CHECK_LANDLORD,toDoProperties_previousLandlordDetails_postcode,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.previousLandlordDetails.townCity,string,agent_todo_APA_CHECK_LANDLORD,toDoProperties_previousLandlordDetails_townCity,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.type,string,agent_todo_APA_CHECK_LANDLORD,toDoProperties_type,string,,JsonTypeName : APA_CHECK_LANDLORD PII:UNKNOWN
agent-core,agentToDo,_id.toDoId,string,agent_todo_APA_CHECK_LANDLORD,id,string,,
agent-core,agentToDo,toDoProperties.abroadForMoreThanOneMonth,boolean,agent_todo_ABSENT_CHILD,toDoProperties_abroadForMoreThanOneMonth,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.childId,string,agent_todo_ABSENT_CHILD,toDoProperties_childId,string,,UUID:uk.gov.dwp.universe.claim.children.ChildId PII:UNKNOWN
agent-core,agentToDo,toDoProperties.dateOfBirth,string,agent_todo_ABSENT_CHILD,toDoProperties_dateOfBirth,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
agent-core,agentToDo,toDoProperties.fullName,string,agent_todo_ABSENT_CHILD,toDoProperties_fullName,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.gender,string,agent_todo_ABSENT_CHILD,toDoProperties_gender,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.inPrison,boolean,agent_todo_ABSENT_CHILD,toDoProperties_inPrison,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.inTheCareOfLocalAuthority,boolean,agent_todo_ABSENT_CHILD,toDoProperties_inTheCareOfLocalAuthority,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.dateOfBirthAsString,string,agent_todo_ABSENT_CHILD,toDoProperties_dateOfBirthAsString,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.type,string,agent_todo_ABSENT_CHILD,toDoProperties_type,string,,JsonTypeName : ABSENT_CHILD PII:UNKNOWN
agent-core,agentToDo,_id.toDoId,string,agent_todo_ABSENT_CHILD,id,string,,
agent-core,agentToDo,toDoProperties.type,string,agent_todo_ACCOUNT_LOCKED_PROPERTIES,toDoProperties_type,string,,JsonTypeName : ACCOUNT_LOCKED_PROPERTIES PII:UNKNOWN
agent-core,agentToDo,_id.toDoId,string,agent_todo_ACCOUNT_LOCKED_PROPERTIES,id,string,,
agent-core,agentToDo,toDoProperties.dateOfBirth,string,agent_todo_ADD_CHILD,toDoProperties_dateOfBirth,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
agent-core,agentToDo,toDoProperties.fullName,string,agent_todo_ADD_CHILD,toDoProperties_fullName,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.gender,string,agent_todo_ADD_CHILD,toDoProperties_gender,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.message,string,agent_todo_ADD_CHILD,toDoProperties_message,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.placementDate,string,agent_todo_ADD_CHILD,toDoProperties_placementDate,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
agent-core,agentToDo,toDoProperties.primaryCarerId,string,agent_todo_ADD_CHILD,toDoProperties_primaryCarerId,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.type,string,agent_todo_ADD_CHILD,toDoProperties_type,string,,JsonTypeName : ADD_CHILD PII:UNKNOWN
agent-core,agentToDo,_id.toDoId,string,agent_todo_ADD_CHILD,id,string,,
agent-core,agentToDo,toDoProperties.addressSummary.contractId,string,agent_todo_ADDRESS_SUMMARY,toDoProperties_addressSummary_contractId,string,,UUID:uk.gov.dwp.universe.claim.ContractId PII:UNKNOWN
agent-core,agentToDo,toDoProperties.addressSummary.effectiveDate.hasDate,boolean,agent_todo_ADDRESS_SUMMARY,toDoProperties_addressSummary_effectiveDate_hasDate,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.addressSummary.effectiveDate.knownDate,string,agent_todo_ADDRESS_SUMMARY,toDoProperties_addressSummary_effectiveDate_knownDate,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
agent-core,agentToDo,toDoProperties.addressSummary.effectiveDate.type,string,agent_todo_ADDRESS_SUMMARY,toDoProperties_addressSummary_effectiveDate_type,string,,JsonTypeName : SPECIFIC_EFFECTIVE_DATE PII:UNKNOWN
agent-core,agentToDo,toDoProperties.addressSummary.effectiveDate.date,string,agent_todo_ADDRESS_SUMMARY,toDoProperties_addressSummary_effectiveDate_date,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
agent-core,agentToDo,toDoProperties.addressSummary.paymentEffectiveDate.hasDate,boolean,agent_todo_ADDRESS_SUMMARY,toDoProperties_addressSummary_paymentEffectiveDate_hasDate,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.addressSummary.paymentEffectiveDate.knownDate,string,agent_todo_ADDRESS_SUMMARY,toDoProperties_addressSummary_paymentEffectiveDate_knownDate,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
agent-core,agentToDo,toDoProperties.addressSummary.paymentEffectiveDate.type,string,agent_todo_ADDRESS_SUMMARY,toDoProperties_addressSummary_paymentEffectiveDate_type,string,,JsonTypeName : SPECIFIC_EFFECTIVE_DATE PII:UNKNOWN
agent-core,agentToDo,toDoProperties.addressSummary.paymentEffectiveDate.date,string,agent_todo_ADDRESS_SUMMARY,toDoProperties_addressSummary_paymentEffectiveDate_date,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
agent-core,agentToDo,toDoProperties.addressSummary.postcode,string,agent_todo_ADDRESS_SUMMARY,toDoProperties_addressSummary_postcode,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.addressSummary.processId,string,agent_todo_ADDRESS_SUMMARY,toDoProperties_addressSummary_processId,string,,UUID:uk.gov.dwp.universe.wizard.ProcessId PII:UNKNOWN
agent-core,agentToDo,toDoProperties.addressSummary.confirmationRequired,boolean,agent_todo_ADDRESS_SUMMARY,toDoProperties_addressSummary_confirmationRequired,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.addressSummary.hideDetailsForPartnerDeclaration,boolean,agent_todo_ADDRESS_SUMMARY,toDoProperties_addressSummary_hideDetailsForPartnerDeclaration,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.addressSummary.perClaimant,boolean,agent_todo_ADDRESS_SUMMARY,toDoProperties_addressSummary_perClaimant,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.addressSummary.type,string,agent_todo_ADDRESS_SUMMARY,toDoProperties_addressSummary_type,string,,JsonTypeName : AddressSummary PII:UNKNOWN
agent-core,agentToDo,toDoProperties.type,string,agent_todo_ADDRESS_SUMMARY,toDoProperties_type,string,,JsonTypeName : ADDRESS_SUMMARY PII:UNKNOWN
agent-core,agentToDo,_id.toDoId,string,agent_todo_ADDRESS_SUMMARY,id,string,,
agent-core,agentToDo,toDoProperties.assessmentPeriodId,string,agent_todo_AGENT_GENERATED_TO_DO_PROPERTIES,toDoProperties_assessmentPeriodId,string,,UUID:uk.gov.dwp.universe.contract.assessment.period.AssessmentPeriodId PII:UNKNOWN
agent-core,agentToDo,toDoProperties.type,string,agent_todo_AGENT_GENERATED_TO_DO_PROPERTIES,toDoProperties_type,string,,JsonTypeName : AGENT_GENERATED_TO_DO_PROPERTIES PII:UNKNOWN
agent-core,agentToDo,_id.toDoId,string,agent_todo_AGENT_GENERATED_TO_DO_PROPERTIES,id,string,,
agent-core,agentToDo,toDoProperties.assessmentPeriodId,string,agent_todo_ASSESSMENT_PERIOD,toDoProperties_assessmentPeriodId,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.type,string,agent_todo_ASSESSMENT_PERIOD,toDoProperties_type,string,,JsonTypeName : ASSESSMENT_PERIOD PII:UNKNOWN
agent-core,agentToDo,_id.toDoId,string,agent_todo_ASSESSMENT_PERIOD,id,string,,
agent-core,agentToDo,toDoProperties.attachmentSummary.fileName,string,agent_todo_BACKDATED_CLAIM,toDoProperties_attachmentSummary_fileName,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.attachmentSummary.fileSize,string,agent_todo_BACKDATED_CLAIM,toDoProperties_attachmentSummary_fileSize,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.attachmentSummary.id,string,agent_todo_BACKDATED_CLAIM,toDoProperties_attachmentSummary_id,string,,UUID:uk.gov.dwp.universe.attachment.AttachmentId PII:UNKNOWN
agent-core,agentToDo,toDoProperties.attachmentSummary.revision,string,agent_todo_BACKDATED_CLAIM,toDoProperties_attachmentSummary_revision,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.attachmentSummary.updatedAt.d_date,string,agent_todo_BACKDATED_CLAIM,toDoProperties_attachmentSummary_updatedAt_d_date,timestamp,,DateTime(ISO-8601/UTC):org.joda.time.DateTime PII:UNKNOWN
agent-core,agentToDo,toDoProperties.attachmentSummary.updatedBy,string,agent_todo_BACKDATED_CLAIM,toDoProperties_attachmentSummary_updatedBy,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.type,string,agent_todo_BACKDATED_CLAIM,toDoProperties_type,string,,JsonTypeName : BACKDATED_CLAIM PII:UNKNOWN
